sector,fiscal_year,month,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions 
northern border,2002,august,1270,NA,NA
northern border,2002,september,954,NA,NA
northern border,2002,yearly total,10487,NA,NA
ramey,2002,october,3,NA,NA
ramey,2002,november,47,NA,NA
ramey,2002,december,11,NA,NA
ramey,2002,january,37,NA,NA
ramey,2002,february,36,NA,NA
ramey,2002,march,98,NA,NA
ramey,2002,april,32,NA,NA
ramey,2002,may,94,NA,NA
ramey,2002,june,29,NA,NA
ramey,2002,july,90,NA,NA
ramey,2002,august,222,NA,NA
ramey,2002,september,136,NA,NA
ramey,2002,yearly total,835,NA,NA
rio grande valley,2002,october,4784,NA,NA
rio grande valley,2002,november,3744,NA,NA
rio grande valley,2002,december,3843,NA,NA
rio grande valley,2002,january,8035,NA,NA
rio grande valley,2002,february,8438,NA,NA
rio grande valley,2002,march,10153,NA,NA
rio grande valley,2002,april,10310,NA,NA
rio grande valley,2002,may,9473,NA,NA
rio grande valley,2002,june,8109,NA,NA
rio grande valley,2002,july,7523,NA,NA
rio grande valley,2002,august,8762,NA,NA
rio grande valley,2002,september,6753,NA,NA
rio grande valley,2002,yearly total,89927,NA,NA
san diego,2002,october,4530,NA,NA
san diego,2002,november,3178,NA,NA
san diego,2002,december,3183,NA,NA
san diego,2002,january,7716,NA,NA
san diego,2002,february,9172,NA,NA
san diego,2002,march,12832,NA,NA
san diego,2002,april,11712,NA,NA
san diego,2002,may,11222,NA,NA
san diego,2002,june,9251,NA,NA
san diego,2002,july,9340,NA,NA
san diego,2002,august,10115,NA,NA
san diego,2002,september,8430,NA,NA
san diego,2002,yearly total,100681,NA,NA
southwest border,2002,october,37812,NA,NA
southwest border,2002,november,32506,NA,NA
southwest border,2002,december,31501,NA,NA
southwest border,2002,january,79793,NA,NA
southwest border,2002,february,95724,NA,NA
southwest border,2002,march,126992,NA,NA
southwest border,2002,april,121921,NA,NA
southwest border,2002,may,97424,NA,NA
southwest border,2002,june,78655,NA,NA
southwest border,2002,july,76661,NA,NA
southwest border,2002,august,82557,NA,NA
southwest border,2002,september,68263,NA,NA
southwest border,2002,yearly total,929809,NA,NA
spokane,2002,october,62,NA,NA
spokane,2002,november,53,NA,NA
spokane,2002,december,60,NA,NA
spokane,2002,january,98,NA,NA
spokane,2002,february,91,NA,NA
spokane,2002,march,100,NA,NA
spokane,2002,april,90,NA,NA
spokane,2002,may,104,NA,NA
spokane,2002,june,99,NA,NA
spokane,2002,july,135,NA,NA
spokane,2002,august,121,NA,NA
spokane,2002,september,129,NA,NA
spokane,2002,yearly total,1142,NA,NA
swanton,2002,october,82,NA,NA
swanton,2002,november,73,NA,NA
swanton,2002,december,76,NA,NA
swanton,2002,january,71,NA,NA
swanton,2002,february,58,NA,NA
swanton,2002,march,104,NA,NA
swanton,2002,april,100,NA,NA
swanton,2002,may,125,NA,NA
swanton,2002,june,210,NA,NA
swanton,2002,july,293,NA,NA
swanton,2002,august,387,NA,NA
swanton,2002,september,157,NA,NA
swanton,2002,yearly total,1736,NA,NA
tucson,2002,october,11124,NA,NA
tucson,2002,november,10523,NA,NA
tucson,2002,december,9208,NA,NA
tucson,2002,january,25182,NA,NA
tucson,2002,february,32264,NA,NA
tucson,2002,march,46094,NA,NA
tucson,2002,april,47712,NA,NA
tucson,2002,may,36333,NA,NA
tucson,2002,june,30898,NA,NA
tucson,2002,july,30212,NA,NA
tucson,2002,august,30078,NA,NA
tucson,2002,september,24020,NA,NA
tucson,2002,yearly total,333648,NA,NA
yuma,2002,october,1582,NA,NA
yuma,2002,november,2134,NA,NA
yuma,2002,december,2175,NA,NA
yuma,2002,january,4084,NA,NA
yuma,2002,february,3584,NA,NA
yuma,2002,march,5409,NA,NA
yuma,2002,april,5569,NA,NA
yuma,2002,may,4581,NA,NA
yuma,2002,june,3562,NA,NA
yuma,2002,july,3766,NA,NA
yuma,2002,august,3414,NA,NA
yuma,2002,september,2794,NA,NA
yuma,2002,yearly total,42654,NA,NA
big bend,2001,october,844,NA,NA
big bend,2001,november,874,NA,NA
big bend,2001,december,776,NA,NA
big bend,2001,january,846,NA,NA
big bend,2001,february,1046,NA,NA
big bend,2001,march,1427,NA,NA
big bend,2001,april,1249,NA,NA
big bend,2001,may,1123,NA,NA
big bend,2001,june,1058,NA,NA
big bend,2001,july,1107,NA,NA
big bend,2001,august,906,NA,NA
big bend,2001,september,831,NA,NA
big bend,2001,yearly total,12087,NA,NA
blaine,2001,october,179,NA,NA
blaine,2001,november,168,NA,NA
blaine,2001,december,151,NA,NA
blaine,2001,january,141,NA,NA
blaine,2001,february,159,NA,NA
blaine,2001,march,175,NA,NA
blaine,2001,april,145,NA,NA
blaine,2001,may,194,NA,NA
blaine,2001,june,231,NA,NA
blaine,2001,july,192,NA,NA
blaine,2001,august,186,NA,NA
blaine,2001,september,168,NA,NA
blaine,2001,yearly total,2089,NA,NA
buffalo,2001,october,203,NA,NA
buffalo,2001,november,85,NA,NA
buffalo,2001,december,74,NA,NA
buffalo,2001,january,87,NA,NA
buffalo,2001,february,81,NA,NA
buffalo,2001,march,116,NA,NA
buffalo,2001,april,89,NA,NA
buffalo,2001,may,137,NA,NA
buffalo,2001,june,134,NA,NA
buffalo,2001,july,165,NA,NA
buffalo,2001,august,156,NA,NA
buffalo,2001,september,107,NA,NA
buffalo,2001,yearly total,1434,NA,NA
coastal border,2001,october,1584,NA,NA
coastal border,2001,november,1630,NA,NA
coastal border,2001,december,1424,NA,NA
coastal border,2001,january,1662,NA,NA
coastal border,2001,february,1572,NA,NA
coastal border,2001,march,1374,NA,NA
coastal border,2001,april,1601,NA,NA
coastal border,2001,may,1479,NA,NA
coastal border,2001,june,1510,NA,NA
coastal border,2001,july,1680,NA,NA
coastal border,2001,august,1393,NA,NA
coastal border,2001,september,1249,NA,NA
coastal border,2001,yearly total,18158,NA,NA
del rio,2001,october,7648,NA,NA
del rio,2001,november,5344,NA,NA
del rio,2001,december,3756,NA,NA
del rio,2001,january,11218,NA,NA
del rio,2001,february,16447,NA,NA
del rio,2001,march,16833,NA,NA
del rio,2001,april,11444,NA,NA
del rio,2001,may,9005,NA,NA
del rio,2001,june,7048,NA,NA
del rio,2001,july,6069,NA,NA
del rio,2001,august,6038,NA,NA
del rio,2001,september,4025,NA,NA
del rio,2001,yearly total,104875,NA,NA
detroit,2001,october,132,NA,NA
detroit,2001,november,139,NA,NA
detroit,2001,december,107,NA,NA
detroit,2001,january,195,NA,NA
detroit,2001,february,182,NA,NA
detroit,2001,march,167,NA,NA
detroit,2001,april,157,NA,NA
detroit,2001,may,156,NA,NA
detroit,2001,june,177,NA,NA
detroit,2001,july,195,NA,NA
detroit,2001,august,349,NA,NA
detroit,2001,september,150,NA,NA
detroit,2001,yearly total,2106,NA,NA
el centro,2001,october,13712,NA,NA
el centro,2001,november,9979,NA,NA
el centro,2001,december,8299,NA,NA
el centro,2001,january,18672,NA,NA
el centro,2001,february,21412,NA,NA
el centro,2001,march,21815,NA,NA
el centro,2001,april,20699,NA,NA
el centro,2001,may,17203,NA,NA
el centro,2001,june,11385,NA,NA
el centro,2001,july,11175,NA,NA
el centro,2001,august,10965,NA,NA
el centro,2001,september,7536,NA,NA
el centro,2001,yearly total,172852,NA,NA
el paso,2001,october,6095,NA,NA
el paso,2001,november,5401,NA,NA
el paso,2001,december,4683,NA,NA
el paso,2001,january,10862,NA,NA
el paso,2001,february,12369,NA,NA
el paso,2001,march,15311,NA,NA
el paso,2001,april,12738,NA,NA
el paso,2001,may,11343,NA,NA
el paso,2001,june,8035,NA,NA
el paso,2001,july,8607,NA,NA
el paso,2001,august,9945,NA,NA
el paso,2001,september,7468,NA,NA
el paso,2001,yearly total,112857,NA,NA
grand forks,2001,october,48,NA,NA
grand forks,2001,november,23,NA,NA
grand forks,2001,december,45,NA,NA
grand forks,2001,january,44,NA,NA
grand forks,2001,february,66,NA,NA
grand forks,2001,march,73,NA,NA
grand forks,2001,april,96,NA,NA
grand forks,2001,may,85,NA,NA
grand forks,2001,june,112,NA,NA
grand forks,2001,july,100,NA,NA
grand forks,2001,august,144,NA,NA
grand forks,2001,september,85,NA,NA
grand forks,2001,yearly total,921,NA,NA
havre,2001,october,108,NA,NA
havre,2001,november,67,NA,NA
havre,2001,december,58,NA,NA
havre,2001,january,77,NA,NA
havre,2001,february,136,NA,NA
havre,2001,march,108,NA,NA
havre,2001,april,104,NA,NA
havre,2001,may,97,NA,NA
havre,2001,june,93,NA,NA
havre,2001,july,169,NA,NA
havre,2001,august,175,NA,NA
havre,2001,september,113,NA,NA
havre,2001,yearly total,1305,NA,NA
houlton,2001,october,40,NA,NA
houlton,2001,november,37,NA,NA
houlton,2001,december,30,NA,NA
houlton,2001,january,54,NA,NA
houlton,2001,february,27,NA,NA
houlton,2001,march,30,NA,NA
houlton,2001,april,24,NA,NA
houlton,2001,may,31,NA,NA
houlton,2001,june,33,NA,NA
houlton,2001,july,153,NA,NA
houlton,2001,august,182,NA,NA
houlton,2001,september,44,NA,NA
houlton,2001,yearly total,685,NA,NA
laredo,2001,october,5154,NA,NA
laredo,2001,november,3652,NA,NA
laredo,2001,december,2762,NA,NA
laredo,2001,january,8228,NA,NA
laredo,2001,february,10656,NA,NA
laredo,2001,march,12604,NA,NA
laredo,2001,april,9928,NA,NA
laredo,2001,may,9216,NA,NA
laredo,2001,june,6586,NA,NA
laredo,2001,july,6475,NA,NA
laredo,2001,august,7338,NA,NA
laredo,2001,september,4469,NA,NA
laredo,2001,yearly total,87068,NA,NA
livermore,2001,october,532,NA,NA
livermore,2001,november,449,NA,NA
livermore,2001,december,360,NA,NA
livermore,2001,january,403,NA,NA
livermore,2001,february,407,NA,NA
livermore,2001,march,463,NA,NA
livermore,2001,april,443,NA,NA
livermore,2001,may,482,NA,NA
livermore,2001,june,463,NA,NA
livermore,2001,july,436,NA,NA
livermore,2001,august,406,NA,NA
livermore,2001,september,367,NA,NA
livermore,2001,yearly total,5211,NA,NA
miami,2001,october,338,NA,NA
miami,2001,november,590,NA,NA
miami,2001,december,481,NA,NA
miami,2001,january,483,NA,NA
miami,2001,february,452,NA,NA
miami,2001,march,392,NA,NA
miami,2001,april,399,NA,NA
miami,2001,may,503,NA,NA
miami,2001,june,607,NA,NA
miami,2001,july,735,NA,NA
miami,2001,august,532,NA,NA
miami,2001,september,450,NA,NA
miami,2001,yearly total,5962,NA,NA
nationwide total,2001,october,85210,NA,NA
nationwide total,2001,november,70092,NA,NA
nationwide total,2001,december,57171,NA,NA
nationwide total,2001,january,127550,NA,NA
nationwide total,2001,february,154625,NA,NA
nationwide total,2001,march,172849,NA,NA
nationwide total,2001,april,145225,NA,NA
nationwide total,2001,may,125340,NA,NA
nationwide total,2001,june,91706,NA,NA
nationwide total,2001,july,86931,NA,NA
nationwide total,2001,august,88057,NA,NA
nationwide total,2001,september,61458,NA,NA
nationwide total,2001,yearly total,1266214,NA,NA
new orleans,2001,october,315,NA,NA
new orleans,2001,november,306,NA,NA
new orleans,2001,december,396,NA,NA
new orleans,2001,january,358,NA,NA
new orleans,2001,february,634,NA,NA
new orleans,2001,march,446,NA,NA
new orleans,2001,april,740,NA,NA
new orleans,2001,may,377,NA,NA
new orleans,2001,june,346,NA,NA
new orleans,2001,july,402,NA,NA
new orleans,2001,august,354,NA,NA
new orleans,2001,september,359,NA,NA
new orleans,2001,yearly total,5033,NA,NA
northern border,2001,october,994,NA,NA
northern border,2001,november,753,NA,NA
northern border,2001,december,666,NA,NA
northern border,2001,january,798,NA,NA
northern border,2001,february,824,NA,NA
northern border,2001,march,895,NA,NA
northern border,2001,april,811,NA,NA
northern border,2001,may,934,NA,NA
northern border,2001,june,1065,NA,NA
northern border,2001,july,1649,NA,NA
northern border,2001,august,2016,NA,NA
northern border,2001,september,933,NA,NA
northern border,2001,yearly total,12338,NA,NA
ramey,2001,october,399,NA,NA
ramey,2001,november,285,NA,NA
ramey,2001,december,187,NA,NA
ramey,2001,january,418,NA,NA
ramey,2001,february,79,NA,NA
ramey,2001,march,73,NA,NA
ramey,2001,april,19,NA,NA
ramey,2001,may,117,NA,NA
ramey,2001,june,94,NA,NA
ramey,2001,july,107,NA,NA
ramey,2001,august,101,NA,NA
ramey,2001,september,73,NA,NA
ramey,2001,yearly total,1952,NA,NA
rio grande valley,2001,october,6634,NA,NA
rio grande valley,2001,november,5975,NA,NA
rio grande valley,2001,december,4280,NA,NA
rio grande valley,2001,january,10102,NA,NA
rio grande valley,2001,february,12298,NA,NA
rio grande valley,2001,march,12890,NA,NA
rio grande valley,2001,april,11366,NA,NA
rio grande valley,2001,may,11204,NA,NA
rio grande valley,2001,june,8152,NA,NA
rio grande valley,2001,july,9191,NA,NA
rio grande valley,2001,august,9426,NA,NA
rio grande valley,2001,september,6326,NA,NA
rio grande valley,2001,yearly total,107844,NA,NA
san diego,2001,october,8002,NA,NA
san diego,2001,november,5556,NA,NA
san diego,2001,december,5270,NA,NA
san diego,2001,january,11558,NA,NA
san diego,2001,february,12085,NA,NA
san diego,2001,march,13510,NA,NA
san diego,2001,april,12597,NA,NA
san diego,2001,may,11270,NA,NA
san diego,2001,june,8467,NA,NA
san diego,2001,july,7580,NA,NA
san diego,2001,august,8297,NA,NA
san diego,2001,september,5883,NA,NA
san diego,2001,yearly total,110075,NA,NA
southwest border,2001,october,82632,NA,NA
southwest border,2001,november,67709,NA,NA
southwest border,2001,december,55081,NA,NA
southwest border,2001,january,125090,NA,NA
southwest border,2001,february,152229,NA,NA
southwest border,2001,march,170580,NA,NA
southwest border,2001,april,142813,NA,NA
southwest border,2001,may,122927,NA,NA
southwest border,2001,june,89131,NA,NA
southwest border,2001,july,83602,NA,NA
southwest border,2001,august,84648,NA,NA
southwest border,2001,september,59276,NA,NA
southwest border,2001,yearly total,1235718,NA,NA
spokane,2001,october,158,NA,NA
spokane,2001,november,114,NA,NA
spokane,2001,december,126,NA,NA
spokane,2001,january,99,NA,NA
spokane,2001,february,100,NA,NA
spokane,2001,march,131,NA,NA
spokane,2001,april,87,NA,NA
spokane,2001,may,95,NA,NA
spokane,2001,june,117,NA,NA
spokane,2001,july,132,NA,NA
spokane,2001,august,109,NA,NA
spokane,2001,september,67,NA,NA
spokane,2001,yearly total,1335,NA,NA
swanton,2001,october,126,NA,NA
swanton,2001,november,120,NA,NA
swanton,2001,december,75,NA,NA
swanton,2001,january,101,NA,NA
swanton,2001,february,73,NA,NA
swanton,2001,march,95,NA,NA
swanton,2001,april,109,NA,NA
swanton,2001,may,139,NA,NA
swanton,2001,june,168,NA,NA
swanton,2001,july,543,NA,NA
swanton,2001,august,715,NA,NA
swanton,2001,september,199,NA,NA
swanton,2001,yearly total,2463,NA,NA
tucson,2001,october,30009,NA,NA
tucson,2001,november,25889,NA,NA
tucson,2001,december,20907,NA,NA
tucson,2001,january,43972,NA,NA
tucson,2001,february,54913,NA,NA
tucson,2001,march,64779,NA,NA
tucson,2001,april,52949,NA,NA
tucson,2001,may,44573,NA,NA
tucson,2001,june,33602,NA,NA
tucson,2001,july,29550,NA,NA
tucson,2001,august,28028,NA,NA
tucson,2001,september,20504,NA,NA
tucson,2001,yearly total,449675,NA,NA
yuma,2001,october,4534,NA,NA
yuma,2001,november,5039,NA,NA
yuma,2001,december,4348,NA,NA
yuma,2001,january,9632,NA,NA
yuma,2001,february,11003,NA,NA
yuma,2001,march,11411,NA,NA
yuma,2001,april,9843,NA,NA
yuma,2001,may,7990,NA,NA
yuma,2001,june,4798,NA,NA
yuma,2001,july,3848,NA,NA
yuma,2001,august,3705,NA,NA
yuma,2001,september,2234,NA,NA
yuma,2001,yearly total,78385,NA,NA
big bend,2000,october,891,NA,NA
big bend,2000,november,1111,NA,NA
big bend,2000,december,1192,NA,NA
big bend,2000,january,1093,NA,NA
big bend,2000,february,1675,NA,NA
big bend,2000,march,1597,NA,NA
big bend,2000,april,1272,NA,NA
big bend,2000,may,1154,NA,NA
big bend,2000,june,885,NA,NA
big bend,2000,july,921,NA,NA
big bend,2000,august,998,NA,NA
big bend,2000,september,900,NA,NA
big bend,2000,yearly total,13689,NA,NA
blaine,2000,october,246,NA,NA
blaine,2000,november,184,NA,NA
blaine,2000,december,177,NA,NA
blaine,2000,january,228,NA,NA
blaine,2000,february,204,NA,NA
blaine,2000,march,226,NA,NA
blaine,2000,april,200,NA,NA
blaine,2000,may,311,NA,NA
blaine,2000,june,229,NA,NA
blaine,2000,july,196,NA,NA
blaine,2000,august,197,NA,NA
blaine,2000,september,183,NA,NA
blaine,2000,yearly total,2581,NA,NA
buffalo,2000,october,168,NA,NA
buffalo,2000,november,106,NA,NA
buffalo,2000,december,61,NA,NA
buffalo,2000,january,80,NA,NA
buffalo,2000,february,65,NA,NA
buffalo,2000,march,117,NA,NA
buffalo,2000,april,117,NA,NA
buffalo,2000,may,110,NA,NA
buffalo,2000,june,109,NA,NA
buffalo,2000,july,185,NA,NA
buffalo,2000,august,219,NA,NA
buffalo,2000,september,233,NA,NA
buffalo,2000,yearly total,1570,NA,NA
coastal border,2000,october,1897,NA,NA
coastal border,2000,november,1593,NA,NA
coastal border,2000,december,1455,NA,NA
coastal border,2000,january,1640,NA,NA
coastal border,2000,february,1799,NA,NA
coastal border,2000,march,2273,NA,NA
coastal border,2000,april,1601,NA,NA
coastal border,2000,may,1851,NA,NA
coastal border,2000,june,1431,NA,NA
coastal border,2000,july,1395,NA,NA
coastal border,2000,august,1736,NA,NA
coastal border,2000,september,1980,NA,NA
coastal border,2000,yearly total,20651,NA,NA
del rio,2000,october,8161,NA,NA
del rio,2000,november,6812,NA,NA
del rio,2000,december,5118,NA,NA
del rio,2000,january,20354,NA,NA
del rio,2000,february,24706,NA,NA
del rio,2000,march,24416,NA,NA
del rio,2000,april,18145,NA,NA
del rio,2000,may,13443,NA,NA
del rio,2000,june,7820,NA,NA
del rio,2000,july,9373,NA,NA
del rio,2000,august,10132,NA,NA
del rio,2000,september,8698,NA,NA
del rio,2000,yearly total,157178,NA,NA
detroit,2000,october,213,NA,NA
detroit,2000,november,145,NA,NA
detroit,2000,december,191,NA,NA
detroit,2000,january,190,NA,NA
detroit,2000,february,183,NA,NA
detroit,2000,march,227,NA,NA
detroit,2000,april,169,NA,NA
detroit,2000,may,146,NA,NA
detroit,2000,june,138,NA,NA
detroit,2000,july,165,NA,NA
detroit,2000,august,130,NA,NA
detroit,2000,september,160,NA,NA
detroit,2000,yearly total,2057,NA,NA
el centro,2000,october,13761,NA,NA
el centro,2000,november,11035,NA,NA
el centro,2000,december,8882,NA,NA
el centro,2000,january,21924,NA,NA
el centro,2000,february,31072,NA,NA
el centro,2000,march,33301,NA,NA
el centro,2000,april,26534,NA,NA
el centro,2000,may,27460,NA,NA
el centro,2000,june,20071,NA,NA
el centro,2000,july,15820,NA,NA
el centro,2000,august,15018,NA,NA
el centro,2000,september,13248,NA,NA
el centro,2000,yearly total,238126,NA,NA
el paso,2000,october,6386,NA,NA
el paso,2000,november,5203,NA,NA
el paso,2000,december,4651,NA,NA
el paso,2000,january,14914,NA,NA
el paso,2000,february,15049,NA,NA
el paso,2000,march,16018,NA,NA
el paso,2000,april,12883,NA,NA
el paso,2000,may,10645,NA,NA
el paso,2000,june,7637,NA,NA
el paso,2000,july,7533,NA,NA
el paso,2000,august,8106,NA,NA
el paso,2000,september,6671,NA,NA
el paso,2000,yearly total,115696,NA,NA
grand forks,2000,october,68,NA,NA
grand forks,2000,november,30,NA,NA
grand forks,2000,december,20,NA,NA
grand forks,2000,january,33,NA,NA
grand forks,2000,february,33,NA,NA
grand forks,2000,march,71,NA,NA
grand forks,2000,april,44,NA,NA
grand forks,2000,may,57,NA,NA
grand forks,2000,june,57,NA,NA
grand forks,2000,july,36,NA,NA
grand forks,2000,august,48,NA,NA
grand forks,2000,september,65,NA,NA
grand forks,2000,yearly total,562,NA,NA
havre,2000,october,73,NA,NA
havre,2000,november,82,NA,NA
havre,2000,december,80,NA,NA
havre,2000,january,122,NA,NA
havre,2000,february,78,NA,NA
havre,2000,march,100,NA,NA
havre,2000,april,190,NA,NA
havre,2000,may,246,NA,NA
havre,2000,june,129,NA,NA
havre,2000,july,120,NA,NA
havre,2000,august,178,NA,NA
havre,2000,september,170,NA,NA
havre,2000,yearly total,1568,NA,NA
houlton,2000,october,51,NA,NA
houlton,2000,november,37,NA,NA
houlton,2000,december,32,NA,NA
houlton,2000,january,25,NA,NA
houlton,2000,february,42,NA,NA
houlton,2000,march,25,NA,NA
houlton,2000,april,30,NA,NA
houlton,2000,may,30,NA,NA
houlton,2000,june,25,NA,NA
houlton,2000,july,45,NA,NA
houlton,2000,august,105,NA,NA
houlton,2000,september,42,NA,NA
houlton,2000,yearly total,489,NA,NA
laredo,2000,october,6962,NA,NA
laredo,2000,november,6058,NA,NA
laredo,2000,december,4477,NA,NA
laredo,2000,january,13794,NA,NA
laredo,2000,february,14745,NA,NA
laredo,2000,march,15549,NA,NA
laredo,2000,april,11174,NA,NA
laredo,2000,may,9707,NA,NA
laredo,2000,june,6436,NA,NA
laredo,2000,july,6760,NA,NA
laredo,2000,august,6971,NA,NA
laredo,2000,september,6340,NA,NA
laredo,2000,yearly total,108973,NA,NA
livermore,2000,october,716,NA,NA
livermore,2000,november,523,NA,NA
livermore,2000,december,514,NA,NA
